,product_id,brand,name,date,rating,advantages,disadvantages,comment,all_reviews,vader_score,textblob_score
10,491037254,Welldone,Пользователь предпочёл скрыть свои данные,9 Апреля 2023,5.0,delicious pity enough,,graininess unsalted balanced pepper eat,delicious pity enough  graininess unsalted balanced pepper eat,0.3612,0.325
11,491037254,Welldone,Галина,28 Марта 2023,5.0,delicious healthy,little expensive maybe,post helpful grilling husband really came,delicious healthy little expensive maybe post helpful grilling husband really came,0.8481,0.20249999999999999
12,491037254,Welldone,Юлия Д.,4 Сентября 2022,4.0,taste balanced rich,,,taste balanced rich  ,0.5574,0.375
13,491037254,Welldone,Айгуль Б.,10 Мая 2023,5.0,tasty,,,tasty  ,0.0,0.0
14,491037254,Welldone,Вероника Б.,10 Мая 2023,1.0,,,,  ,0.0,0.0
15,491037254,Welldone,Пользователь предпочёл скрыть свои данные,изменен 2 Марта 2023,3.0,,,,  ,0.0,0.0
16,491037254,Welldone,Пользователь предпочёл скрыть свои данные,23 Марта 2023,5.0,convenient urgently need snack,,different real meat delicious,convenient urgently need snack  different real meat delicious,0.5719,0.39999999999999997
17,491037254,Welldone,Елена М.,12 Апреля 2023,5.0,juicy delicious,pc,,juicy delicious pc ,0.5719,1.0
18,491037254,Welldone,Ирина Н.,12 Апреля 2023,5.0,delicious,,recommend,delicious  recommend,0.7351,1.0
19,491037254,Welldone,Кузьмина Е.,2 Апреля 2023,5.0,fast convenient post,,,fast convenient post  ,0.0,0.2
20,491037254,Welldone,Пользователь предпочёл скрыть свои данные,10 Апреля 2023,4.0,,,,  ,0.0,0.0
21,491037254,Welldone,Юлия Д.,30 Марта 2023,5.0,tasty cutlet,,,tasty cutlet  ,0.0,0.0
22,491037254,Welldone,Пользователь предпочёл скрыть свои данные,10 Марта 2023,5.0,easy cook delicious,,,easy cook delicious  ,0.765,0.7166666666666667
23,491037254,Welldone,Вячеслав М.,27 Мая 2023,5.0,,,,  ,0.0,0.0
24,491037254,Welldone,Наталья Х.,1 Ноября 2022,5.0,,,tasty cook quickly without oil juicy even nonvegans like rec,  tasty cook quickly without oil juicy even nonvegans like rec,0.3612,0.3333333333333333
25,491037254,Welldone,Камилла Г.,2 Декабря 2022,5.0,veusnye,piece,often buy vegan,veusnye piece often buy vegan,0.0,0.0
26,491037254,Welldone,may b.,23 Января 2023,5.0,tasty perfect burger,,,tasty perfect burger  ,0.5719,1.0
27,491037254,Welldone,Юлия И.,16 Декабря 2022,5.0,tasty,,advise gentle,tasty  advise gentle,0.4404,0.2
28,491037254,Welldone,Алена К.,23 Декабря 2022,5.0,,,,  ,0.0,0.0
29,491037254,Welldone,Екатерина П.,15 Ноября 2022,5.0,,,,  ,0.0,0.0
30,491037254,Welldone,Елена Б.,20 Декабря 2022,5.0,delicious cutlet,,,delicious cutlet  ,0.5719,1.0
31,491037254,Welldone,Денис И.,7 Декабря 2022,5.0,delicious,,,delicious  ,0.5719,1.0
32,491037254,Welldone,Natalia D.,17 Августа 2022,3.0,,tasty smell,, tasty smell ,0.0,0.0
33,491037254,Welldone,Карнаушенко А.,31 Августа 2022,5.0,tasty,,,tasty  ,0.0,0.0
34,491037254,Welldone,Dmitry G.,13 Ноября 2022,5.0,delicious,,,delicious  ,0.5719,1.0
35,491037254,Welldone,Кристина К.,25 Мая 2023,5.0,,,,  ,0.0,0.0
36,491037254,Welldone,Дмитрий Д.,11 Мая 2023,4.0,,,,  ,0.0,0.0
37,491037254,Welldone,оксана к.,11 Мая 2023,5.0,,,,  ,0.0,0.0
38,491037254,Welldone,Юлия К.,10 Мая 2023,5.0,,,,  ,0.0,0.0
39,491037254,Welldone,Елена М.,7 Мая 2023,5.0,,,,  ,0.0,0.0
40,491037254,Welldone,Анна А.,26 Апреля 2023,5.0,,,,  ,0.0,0.0
41,491037254,Welldone,Олег Б.,26 Апреля 2023,5.0,,,,  ,0.0,0.0
42,491037254,Welldone,Jene J.,25 Апреля 2023,5.0,,,,  ,0.0,0.0
43,491037254,Welldone,Елена М.,24 Апреля 2023,5.0,,,,  ,0.0,0.0
44,491037254,Welldone,елена а.,21 Апреля 2023,5.0,,,,  ,0.0,0.0
45,491037254,Welldone,Лия С.,20 Апреля 2023,4.0,,,,  ,0.0,0.0
46,491037254,Welldone,Ольга Я.,18 Апреля 2023,5.0,,,,  ,0.0,0.0
47,491037254,Welldone,Ева К.,17 Апреля 2023,5.0,,,,  ,0.0,0.0
48,491037254,Welldone,Татьяна Р.,16 Апреля 2023,5.0,,,,  ,0.0,0.0
49,491037254,Welldone,Кристина Г.,14 Апреля 2023,5.0,,,,  ,0.0,0.0
50,491037254,Welldone,Диана С.,12 Апреля 2023,5.0,,,,  ,0.0,0.0
51,491037254,Welldone,Елена,10 Апреля 2023,5.0,,,,  ,0.0,0.0
52,491037254,Welldone,Александра А.,6 Апреля 2023,5.0,,,,  ,0.0,0.0
53,491037254,Welldone,Сыроватская М.,3 Апреля 2023,5.0,,,,  ,0.0,0.0
54,491037254,Welldone,Николай П.,2 Апреля 2023,4.0,,,,  ,0.0,0.0
55,491037254,Welldone,Александр Д.,2 Апреля 2023,5.0,,,,  ,0.0,0.0
56,491037254,Welldone,Луиза Ф.,27 Марта 2023,5.0,,,,  ,0.0,0.0
57,491037254,Welldone,svetlana k.,26 Марта 2023,5.0,,,,  ,0.0,0.0
58,491037254,Welldone,Дарья А.,25 Марта 2023,5.0,,,,  ,0.0,0.0
59,491037254,Welldone,Станислав Ш.,19 Марта 2023,5.0,,,,  ,0.0,0.0
60,491037254,Welldone,Ирина К.,18 Марта 2023,5.0,,,,  ,0.0,0.0
61,491037254,Welldone,Маргарита В.,16 Марта 2023,5.0,,,,  ,0.0,0.0
62,491037254,Welldone,Евгения М.,16 Марта 2023,5.0,,,,  ,0.0,0.0
63,491037254,Welldone,Юлия Ш.,14 Марта 2023,5.0,,,,  ,0.0,0.0
64,491037254,Welldone,Анастасия М.,12 Марта 2023,5.0,,,,  ,0.0,0.0
65,491037254,Welldone,Елена В.,7 Марта 2023,5.0,,,,  ,0.0,0.0
66,491037254,Welldone,Елизавета М.,4 Марта 2023,5.0,,,,  ,0.0,0.0
67,491037254,Welldone,Ирина Б.,3 Марта 2023,5.0,,,,  ,0.0,0.0
68,491037254,Welldone,Анна К.,4 Февраля 2023,5.0,,,,  ,0.0,0.0
69,491037254,Welldone,Маргарита Х.,1 Февраля 2023,5.0,,,,  ,0.0,0.0
70,491037254,Welldone,Аня И.,26 Января 2023,5.0,,,,  ,0.0,0.0
71,491037254,Welldone,Пользователь предпочёл скрыть свои данные,21 Января 2023,5.0,,,,  ,0.0,0.0
72,491037254,Welldone,Мария М.,7 Января 2023,5.0,,,,  ,0.0,0.0
73,491037254,Welldone,Евгений,21 Декабря 2022,5.0,,,,  ,0.0,0.0
74,491037254,Welldone,Юлия Г.,21 Декабря 2022,5.0,,,,  ,0.0,0.0
75,491037254,Welldone,Надежда М.,13 Декабря 2022,5.0,,,,  ,0.0,0.0
76,491037254,Welldone,Пользователь предпочёл скрыть свои данные,11 Декабря 2022,5.0,,,,  ,0.0,0.0
77,491037254,Welldone,Екатерина Г.,6 Декабря 2022,5.0,,,,  ,0.0,0.0
78,491037254,Welldone,Пользователь предпочёл скрыть свои данные,5 Декабря 2022,5.0,,,,  ,0.0,0.0
79,491037254,Welldone,Алёна М.,1 Декабря 2022,5.0,,,,  ,0.0,0.0
80,491037254,Welldone,Пользователь предпочёл скрыть свои данные,28 Ноября 2022,5.0,,,,  ,0.0,0.0
81,491037254,Welldone,Света В.,17 Ноября 2022,5.0,,,,  ,0.0,0.0
82,491037254,Welldone,Анастасия И.,8 Ноября 2022,5.0,,,,  ,0.0,0.0
83,491037254,Welldone,Пользователь предпочёл скрыть свои данные,28 Октября 2022,4.0,,,,  ,0.0,0.0
84,491037254,Welldone,Руслан,20 Октября 2022,5.0,,,,  ,0.0,0.0
85,491037254,Welldone,Вероника М.,15 Октября 2022,4.0,,,,  ,0.0,0.0
86,491037254,Welldone,Павел Ш.,7 Октября 2022,4.0,,,,  ,0.0,0.0
87,491037254,Welldone,Анастасия Г.,7 Октября 2022,5.0,,,,  ,0.0,0.0
88,491037254,Welldone,Евгения Е.,24 Сентября 2022,5.0,,,,  ,0.0,0.0
89,491037254,Welldone,Виктория Е.,19 Сентября 2022,5.0,,,,  ,0.0,0.0
90,491037254,Welldone,Злата Г.,19 Сентября 2022,5.0,,,,  ,0.0,0.0
91,491037254,Welldone,Аделина С.,15 Сентября 2022,4.0,,,,  ,0.0,0.0
92,491037254,Welldone,Екатерина П.,11 Сентября 2022,4.0,,,,  ,0.0,0.0
93,491037254,Welldone,Екатерина С.,7 Сентября 2022,5.0,,,,  ,0.0,0.0
94,491037254,Welldone,анна с.,7 Сентября 2022,5.0,,,,  ,0.0,0.0
95,491037254,Welldone,vladimir t.,6 Сентября 2022,5.0,,,,  ,0.0,0.0
96,491037254,Welldone,Kate Z.,5 Сентября 2022,5.0,,,,  ,0.0,0.0
97,491037254,Welldone,Ирина Р.,31 Августа 2022,5.0,,,,  ,0.0,0.0
98,491037254,Welldone,Елена З.,30 Августа 2022,5.0,,,,  ,0.0,0.0
99,491037254,Welldone,Таисия К.,28 Августа 2022,4.0,,,,  ,0.0,0.0
100,491165096,Welldone,Лилия Ш.,22 Марта 2023,5.0,delicious juicy cutlet vegan real made burger best cooler meat million time said boyfriend eats meat,pity two thing upaovka would like,,delicious juicy cutlet vegan real made burger best cooler meat million time said boyfriend eats meat pity two thing upaovka would like ,0.8481,0.525
101,491165096,Welldone,Анна Б.,30 Сентября 2022,1.0,,always bought company time decided order ozone sorry photo expiration date composition refund rejected reason,tell turn case, always bought company time decided order ozone sorry photo expiration date composition refund rejected reason tell turn case,-0.5574,-0.5
102,491165096,Welldone,Пользователь предпочёл скрыть свои данные,16 Мая 2023,4.0,buy product company second time unlike manufacturer product really fairly similar taste meat,price,far financially able take,buy product company second time unlike manufacturer product really fairly similar taste meat price far financially able take,0.0,0.15
103,491165096,Welldone,Марина С.,15 Февраля 2023,3.0,good texture satisfying,unsuccessful spice best composition,vegan experience tried many vegan cutlet honestly say cutlet successful chemical taste flavor additive taste sharp much also insular indicated package composition also perfect starch sugar syrup read completely,good texture satisfying unsuccessful spice best composition vegan experience tried many vegan cutlet honestly say cutlet successful chemical taste flavor additive taste sharp much also insular indicated package composition also perfect starch sugar syrup read completely,0.959,0.5225000000000001
104,491165096,Welldone,Пользователь предпочёл скрыть свои данные,6 Сентября 2022,5.0,well suited burger make delicious,,,well suited burger make delicious  ,0.7003,1.0
105,491165096,Welldone,Валентина Л.,26 Апреля 2023,5.0,delicious similar meat although nt eaten think still look like,,delicious tasty,delicious similar meat although nt eaten think still look like  delicious tasty,0.872,0.6666666666666666
106,491165096,Welldone,Mariya S.,1 Мая 2023,3.0,,,,  ,0.0,0.0
107,491165096,Welldone,Наталья П.,4 Апреля 2023,4.0,bymtro preparing,salty,taste fine salty,bymtro preparing salty taste fine salty,0.2023,0.4166666666666667
108,491165096,Welldone,Ева А.,26 Марта 2023,5.0,taste texture satisfying,,excellent burger patty grilled fall apart like patty side dish super recommend,taste texture satisfying  excellent burger patty grilled fall apart like patty side dish super recommend,0.9393,0.611111111111111
109,491165096,Welldone,Пользователь предпочёл скрыть свои данные,16 Апреля 2023,5.0,,,,  ,0.0,0.0
110,491165096,Welldone,Жаворонкова Светлана,11 Февраля 2023,5.0,good packaging,taste,unlike vegan burger nt like taste cutlet package could nt even finish one,good packaging taste unlike vegan burger nt like taste cutlet package could nt even finish one,0.6597,0.7
111,491165096,Welldone,Анна С.,20 Января 2023,4.0,composition,bitter structure heterogeneous,comparison cutlet vkusville lose direction,composition bitter structure heterogeneous comparison cutlet vkusville lose direction,-0.6705,-0.1
112,491165096,Welldone,Пользователь предпочёл скрыть свои данные,14 Сентября 2022,5.0,tasty cutlet,,usual soy meat even want eat burger perfect eat side dish thing two cutlet package take discount turn well little expensive,tasty cutlet  usual soy meat even want eat burger perfect eat side dish thing two cutlet package take discount turn well little expensive,0.7269,0.015625
113,491165096,Welldone,Екатерина С.,27 Марта 2023,5.0,delicious cutlet look like meat,,,delicious cutlet look like meat  ,0.7351,1.0
114,491165096,Welldone,Пользователь предпочёл скрыть свои данные,17 Декабря 2022,4.0,good meat suitable making pasta,taste juicy meat patty amateur,,good meat suitable making pasta taste juicy meat patty amateur ,0.4404,0.3333333333333333
115,491165096,Welldone,Оксана З.,3 Апреля 2023,4.0,,many spice,, many spice ,0.0,0.5
116,491165096,Welldone,Вячеслав М.,27 Мая 2023,5.0,,,,  ,0.0,0.0
117,491165096,Welldone,Камилла Г.,5 Декабря 2022,5.0,vegetable product,little dry,delicious likely need fried stewed little juicier,vegetable product little dry delicious likely need fried stewed little juicier,0.5302,0.11166666666666666
118,491165096,Welldone,Светлана А.,17 Ноября 2022,5.0,tasty,,first time took try turned even bad ate piece bread lettuce leaf,tasty  first time took try turned even bad ate piece bread lettuce leaf,-0.5423,-0.22499999999999992
119,491165096,Welldone,Кузьмина Е.,5 Марта 2023,5.0,ideal eating post,,,ideal eating post  ,0.5267,0.9
120,491165096,Welldone,Пользователь предпочёл скрыть свои данные,16 Апреля 2023,5.0,,,,  ,0.0,0.0
121,491165096,Welldone,Пользователь предпочёл скрыть свои данные,21 Января 2023,5.0,tasty burger distinguished real one,,,tasty burger distinguished real one  ,0.0,0.2
122,491165096,Welldone,Ольга С.,16 Января 2023,5.0,tasty indistinguishable real meat,,,tasty indistinguishable real meat  ,0.0,0.2
123,491165096,Welldone,Evgeniya K.,13 Января 2023,5.0,taste,nt found yet,decent taste quality,taste nt found yet decent taste quality,0.0,0.16666666666666666
124,491165096,Welldone,Александр,11 Сентября 2022,5.0,great cutlet eat like without burger constantly order product brand,without stock price bite,,great cutlet eat like without burger constantly order product brand without stock price bite ,0.765,0.4
125,491165096,Welldone,Olga,9 Февраля 2023,5.0,,,,  ,0.0,0.0
126,491165096,Welldone,Марина А.,6 Февраля 2023,4.0,good texture taste,,,good texture taste  ,0.4404,0.7
127,491165096,Welldone,Айгуль С.,13 Января 2023,5.0,tasty incomparably,,,tasty incomparably  ,0.0,0.4
128,491165096,Welldone,Евгения Савченко,17 Января 2023,5.0,delicious enough,,,delicious enough  ,0.5719,0.5
129,491165096,Welldone,Юрий К.,16 Сентября 2022,5.0,good vegan cutlet,nt find,love product company,good vegan cutlet nt find love product company,0.7964,0.6
130,491165096,Welldone,Евгения С.,1 Марта 2023,5.0,,,,  ,0.0,0.0
131,491165096,Welldone,Светлана М.,15 Сентября 2022,5.0,awesome burger delight,,,awesome burger delight  ,0.8402,1.0
132,491165096,Welldone,Алексей К.,11 Сентября 2022,5.0,well norm general hiburgers better,,,well norm general hiburgers better  ,0.6124,0.275
133,491165096,Welldone,Елена Б.,20 Декабря 2022,5.0,tasty,,,tasty  ,0.0,0.0
134,491165096,Welldone,Динара Х.,17 Ноября 2022,5.0,delicious,,,delicious  ,0.5719,1.0
135,491165096,Welldone,Пользователь предпочёл скрыть свои данные,15 Декабря 2022,5.0,,,,  ,0.0,0.0
136,491165096,Welldone,Анна Р.,12 Сентября 2022,5.0,,,,  ,0.0,0.0
137,491165096,Welldone,Роман С.,21 Мая 2023,5.0,,,,  ,0.0,0.0
138,491165096,Welldone,Таисия К.,20 Мая 2023,5.0,,,,  ,0.0,0.0
139,491165096,Welldone,оксана к.,11 Мая 2023,5.0,,,,  ,0.0,0.0
140,491165096,Welldone,Анна Л.,11 Мая 2023,5.0,,,,  ,0.0,0.0
141,491165096,Welldone,Надежда Б.,9 Мая 2023,5.0,,,,  ,0.0,0.0
142,491165096,Welldone,Ирина П.,7 Мая 2023,5.0,,,,  ,0.0,0.0
143,491165096,Welldone,Елена Ч.,30 Апреля 2023,5.0,,,,  ,0.0,0.0
144,491165096,Welldone,Игорь Ф.,26 Апреля 2023,5.0,,,,  ,0.0,0.0
145,491165096,Welldone,Олег Б.,26 Апреля 2023,5.0,,,,  ,0.0,0.0
146,491165096,Welldone,Екатерина М.,24 Апреля 2023,5.0,,,,  ,0.0,0.0
147,491165096,Welldone,Пользователь предпочёл скрыть свои данные,21 Апреля 2023,5.0,,,,  ,0.0,0.0
148,491165096,Welldone,Ева К.,17 Апреля 2023,5.0,,,,  ,0.0,0.0
149,491165096,Welldone,Татьяна Р.,16 Апреля 2023,5.0,,,,  ,0.0,0.0
150,491165096,Welldone,Мария Х.,14 Апреля 2023,5.0,,,,  ,0.0,0.0
151,491165096,Welldone,Диана С.,12 Апреля 2023,5.0,,,,  ,0.0,0.0
152,491165096,Welldone,Альбина С.,10 Апреля 2023,5.0,,,,  ,0.0,0.0
153,491165096,Welldone,Роза Х.,8 Апреля 2023,5.0,,,,  ,0.0,0.0
154,491165096,Welldone,Арсений Х.,5 Апреля 2023,5.0,,,,  ,0.0,0.0
155,491165096,Welldone,Николай П.,2 Апреля 2023,4.0,,,,  ,0.0,0.0
156,491165096,Welldone,Элеонора Ф.,31 Марта 2023,5.0,,,,  ,0.0,0.0
157,491165096,Welldone,Юлия Д.,30 Марта 2023,5.0,,,,  ,0.0,0.0
158,491165096,Welldone,Юлия К.,26 Марта 2023,5.0,,,,  ,0.0,0.0
159,491165096,Welldone,Надежда М.,23 Марта 2023,5.0,,,,  ,0.0,0.0
160,491165096,Welldone,Анастасия Х.,22 Марта 2023,5.0,,,,  ,0.0,0.0
161,491165096,Welldone,Карине Г.,22 Марта 2023,5.0,,,,  ,0.0,0.0
162,491165096,Welldone,Станислав Ш.,21 Марта 2023,5.0,,,,  ,0.0,0.0
163,491165096,Welldone,Андрей С.,21 Марта 2023,5.0,,,,  ,0.0,0.0
164,491165096,Welldone,Елена С.,15 Марта 2023,5.0,,,,  ,0.0,0.0
165,491165096,Welldone,Маргарита Х.,15 Марта 2023,5.0,,,,  ,0.0,0.0
166,491165096,Welldone,Ирина К.,13 Марта 2023,5.0,,,,  ,0.0,0.0
167,491165096,Welldone,Зинаида Т.,11 Марта 2023,5.0,,,,  ,0.0,0.0
168,491165096,Welldone,Анна П.,9 Марта 2023,5.0,,,,  ,0.0,0.0
169,491165096,Welldone,Марина Л.,7 Марта 2023,5.0,,,,  ,0.0,0.0
170,491165096,Welldone,Алексей К.,24 Февраля 2023,5.0,,,,  ,0.0,0.0
171,491165096,Welldone,Полина П.,19 Февраля 2023,5.0,,,,  ,0.0,0.0
172,491165096,Welldone,Юлия Х.,13 Февраля 2023,5.0,,,,  ,0.0,0.0
173,491165096,Welldone,Игорь Г.,13 Февраля 2023,5.0,,,,  ,0.0,0.0
174,491165096,Welldone,Nikolay M.,12 Февраля 2023,4.0,,,,  ,0.0,0.0
175,491165096,Welldone,Евгения Е.,11 Февраля 2023,5.0,,,,  ,0.0,0.0
176,491165096,Welldone,Анжелика,10 Февраля 2023,5.0,,,,  ,0.0,0.0
177,491165096,Welldone,Татьяна Б.,3 Февраля 2023,5.0,,,,  ,0.0,0.0
178,491165096,Welldone,Ксения Р.,1 Февраля 2023,5.0,,,,  ,0.0,0.0
179,491165096,Welldone,Lev S.,30 Января 2023,5.0,,,,  ,0.0,0.0
180,491165096,Welldone,Ольга С.,28 Января 2023,5.0,,,,  ,0.0,0.0
181,491165096,Welldone,Алиса А.,15 Января 2023,5.0,,,,  ,0.0,0.0
182,491165096,Welldone,Юрий С.,9 Января 2023,5.0,,,,  ,0.0,0.0
183,491165096,Welldone,Аида М.,6 Января 2023,5.0,,,,  ,0.0,0.0
184,491165096,Welldone,Юлия П.,28 Декабря 2022,4.0,,,,  ,0.0,0.0
185,491165096,Welldone,Юлия Л.,15 Декабря 2022,5.0,,,,  ,0.0,0.0
186,491165096,Welldone,Пользователь предпочёл скрыть свои данные,11 Декабря 2022,5.0,,,,  ,0.0,0.0
187,491165096,Welldone,Екатерина Г.,6 Декабря 2022,5.0,,,,  ,0.0,0.0
188,491165096,Welldone,Дарья Л.,1 Декабря 2022,5.0,,,,  ,0.0,0.0
189,491165096,Welldone,Владимир А.,29 Ноября 2022,5.0,,,,  ,0.0,0.0
190,491165096,Welldone,Дмитрий В.,25 Ноября 2022,4.0,,,,  ,0.0,0.0
191,491165096,Welldone,Yana E.,10 Ноября 2022,5.0,,,,  ,0.0,0.0
192,491165096,Welldone,Виталия С.,27 Сентября 2022,5.0,,,,  ,0.0,0.0
193,491165096,Welldone,Софья Б.,24 Сентября 2022,5.0,,,,  ,0.0,0.0
194,491165096,Welldone,Гульшат,23 Сентября 2022,5.0,,,,  ,0.0,0.0
195,491165096,Welldone,Марат Я.,22 Сентября 2022,5.0,,,,  ,0.0,0.0
196,491165096,Welldone,Ирина И.,21 Сентября 2022,5.0,,,,  ,0.0,0.0
197,491165096,Welldone,Виктория Е.,19 Сентября 2022,5.0,,,,  ,0.0,0.0
198,491165096,Welldone,Евгения С.,16 Сентября 2022,5.0,,,,  ,0.0,0.0
199,491165096,Welldone,Виктория Л.,14 Сентября 2022,5.0,,,,  ,0.0,0.0
200,491083590,Welldone,Пользователь предпочёл скрыть свои данные,22 Ноября 2022,5.0,favorite vegan mince,,friend mom husband eat meat love cook lasagna pasta minced meat,favorite vegan mince  friend mom husband eat meat love cook lasagna pasta minced meat,0.886,0.5
201,491083590,Welldone,Татьяна М.,24 Января 2023,5.0,good composition similar realistic even nonfans vegan product like,,tasty minced meat,good composition similar realistic even nonfans vegan product like  tasty minced meat,0.6597,0.28888888888888886
202,491083590,Welldone,М М.,18 Ноября 2022,5.0,made bolognese sauce spaghetti fire fire thank much dream experimenting casserole pancake meat stuffed pepper dish childhood without meat,,thanks,made bolognese sauce spaghetti fire fire thank much dream experimenting casserole pancake meat stuffed pepper dish childhood without meat  thanks,-0.4031,0.2
203,491083590,Welldone,Светлана В.,1 Апреля 2023,5.0,good,,,good  ,0.4404,0.7
204,491083590,Welldone,Елена П.,30 Апреля 2023,5.0,take third time delicious,,made lasagna simply delicious pasta,take third time delicious  made lasagna simply delicious pasta,0.8126,0.6666666666666666
205,491083590,Welldone,Марина С.,27 Марта 2023,5.0,taste juicy meat oddly enough,,made quesadilla minced meat ate complete feeling minced meat cross beef lamb really liked delicious burger patty recommend,taste juicy meat oddly enough  made quesadilla minced meat ate complete feeling minced meat cross beef lamb really liked delicious burger patty recommend,0.8771,0.33999999999999997
206,491083590,Welldone,Ирина,6 Апреля 2023,5.0,advantage often take minced meat make vegan lasagna turn great ca nt tell difference meat delicious whole family eats pleasure,,,advantage often take minced meat make vegan lasagna turn great ca nt tell difference meat delicious whole family eats pleasure  ,0.926,0.6666666666666666
207,491083590,Welldone,Юлия Ш.,12 Марта 2023,5.0,tasty,,good minced meat wonderful taste structure compositioneverything super definitely order compare soy minced meat dry meat really liked pasta navy,tasty  good minced meat wonderful taste structure compositioneverything super definitely order compare soy minced meat dry meat really liked pasta navy,0.9459,0.42777777777777776
208,491083590,Welldone,Ольга Л.,5 Января 2023,2.0,vegetable product,oversalted high price,nt like minced meat nt tasty salty,vegetable product oversalted high price nt like minced meat nt tasty salty,0.3612,0.16
209,491083590,Welldone,Айгуль Б.,10 Мая 2023,5.0,tasty,,,tasty  ,0.0,0.0
210,491083590,Welldone,Анна К.,20 Апреля 2023,5.0,yummy bolognese super,,,yummy bolognese super  ,0.8074,0.3333333333333333
211,491083590,Welldone,Пользователь предпочёл скрыть свои данные,8 Мая 2023,5.0,,expensive,delicious, expensive delicious,0.5719,0.25
212,491083590,Welldone,Ольга Н.,29 Января 2023,5.0,best meatless stuffing ever made bolognese lasagna even burger taste great importantly feeling heaviness,rarely available,highly recommend stuffing,best meatless stuffing ever made bolognese lasagna even burger taste great importantly feeling heaviness rarely available highly recommend stuffing,0.8681,0.552
213,491083590,Welldone,Геннадий Щ.,31 Января 2023,5.0,gram vegetable minced meat meatball meatball fairly small amount time,,bread flavor,gram vegetable minced meat meatball meatball fairly small amount time  bread flavor,0.0,-0.25
214,491083590,Welldone,Елена К.,16 Апреля 2023,5.0,,,,  ,0.0,0.0
215,491083590,Welldone,Пользователь предпочёл скрыть свои данные,10 Октября 2022,5.0,,,,  ,0.0,0.0
216,491083590,Welldone,Пользователь предпочёл скрыть свои данные,1 Декабря 2022,5.0,taste,price,tasty started life without meat general picky lasagna minced meat indistinguishable meat iz,taste price tasty started life without meat general picky lasagna minced meat indistinguishable meat iz,0.0,0.05000000000000002
217,491083590,Welldone,Анастасия С.,18 Сентября 2022,5.0,,,,  ,0.0,0.0
218,491083590,Welldone,Кузьмина Е.,5 Марта 2023,5.0,bought post autumn help,,,bought post autumn help  ,0.4019,0.0
219,491083590,Welldone,Юлия И.,16 Декабря 2022,5.0,excellent stuffing,,dumpling little dry add carrot cabbage white excellent,excellent stuffing  dumpling little dry add carrot cabbage white excellent,0.8316,0.3491666666666667
220,491083590,Welldone,Ирина К.,22 Апреля 2023,1.0,,,,  ,0.0,0.0
221,491083590,Welldone,Ксения С.,14 Октября 2022,5.0,,,,  ,0.0,0.0
222,491083590,Welldone,Ольга,12 Января 2023,5.0,quite tasty quickly fried,,,quite tasty quickly fried  ,0.0,0.3333333333333333
