product_id,brand,name,date,rating,advantages,disadvantages,comment,all_reviews,BERT_emotions,BERT_sentiments,anger,disgust,fear,joy,neutral,sadness,surprise
491037254,Welldone,Пользователь предпочёл скрыть свои данные,9 Апреля 2023,5.0,"delicious, but it's a pity that it's not enough) ",,"There is some graininess, unsalted. balanced by pepper, you can eat) ","delicious, but it's a pity that it's not enough)   There is some graininess, unsalted. balanced by pepper, you can eat) ","[[{'label': 'anger', 'score': 0.01040293462574482}, {'label': 'disgust', 'score': 0.05174111947417259}, {'label': 'fear', 'score': 0.031814198940992355}, {'label': 'joy', 'score': 0.6109982132911682}, {'label': 'neutral', 'score': 0.06607985496520996}, {'label': 'sadness', 'score': 0.21898119151592255}, {'label': 'surprise', 'score': 0.009982455521821976}]]",POSITIVE,0.01040293462574482,0.05174111947417259,0.031814198940992355,0.6109982132911682,0.06607985496520996,0.21898119151592255,0.009982455521821976
491037254,Welldone,Галина,28 Марта 2023,5.0,Delicious and healthy  ,"it 's a little expensive, maybe ","The post is very helpful, I'm grilling, my husband and I really came in ","Delicious and healthy   it 's a little expensive, maybe  The post is very helpful, I'm grilling, my husband and I really came in ","[[{'label': 'anger', 'score': 0.0020541618578135967}, {'label': 'disgust', 'score': 0.0017598376143723726}, {'label': 'fear', 'score': 0.0014359590131789446}, {'label': 'joy', 'score': 0.9804477691650391}, {'label': 'neutral', 'score': 0.008760742843151093}, {'label': 'sadness', 'score': 0.0027115466073155403}, {'label': 'surprise', 'score': 0.002829940989613533}]]",POSITIVE,0.0020541618578135967,0.0017598376143723726,0.0014359590131789446,0.9804477691650391,0.008760742843151093,0.0027115466073155403,0.002829940989613533
491037254,Welldone,Юлия Д.,4 Сентября 2022,4.0,"The taste is balanced, rich.  ",,,"The taste is balanced, rich.    ","[[{'label': 'anger', 'score': 0.005885405465960503}, {'label': 'disgust', 'score': 0.02910558134317398}, {'label': 'fear', 'score': 0.005269212648272514}, {'label': 'joy', 'score': 0.803895115852356}, {'label': 'neutral', 'score': 0.1373341977596283}, {'label': 'sadness', 'score': 0.012472517788410187}, {'label': 'surprise', 'score': 0.006037997081875801}]]",POSITIVE,0.005885405465960503,0.02910558134317398,0.005269212648272514,0.803895115852356,0.1373341977596283,0.012472517788410187,0.006037997081875801
491037254,Welldone,Айгуль Б.,10 Мая 2023,5.0,Very tasty ,,,Very tasty   ,"[[{'label': 'anger', 'score': 0.024378610774874687}, {'label': 'disgust', 'score': 0.03176421672105789}, {'label': 'fear', 'score': 0.0954691469669342}, {'label': 'joy', 'score': 0.7397834658622742}, {'label': 'neutral', 'score': 0.07395841181278229}, {'label': 'sadness', 'score': 0.01837177760899067}, {'label': 'surprise', 'score': 0.01627429947257042}]]",POSITIVE,0.024378610774874687,0.03176421672105789,0.0954691469669342,0.7397834658622742,0.07395841181278229,0.01837177760899067,0.01627429947257042
491037254,Welldone,Вероника Б.,10 Мая 2023,1.0,,,,  ,"[[{'label': 'anger', 'score': 0.09306240826845169}, {'label': 'disgust', 'score': 0.04964156448841095}, {'label': 'fear', 'score': 0.7082684636116028}, {'label': 'joy', 'score': 0.021410461515188217}, {'label': 'neutral', 'score': 0.04992206022143364}, {'label': 'sadness', 'score': 0.07001827657222748}, {'label': 'surprise', 'score': 0.007676755543798208}]]",POSITIVE,0.09306240826845169,0.04964156448841095,0.7082684636116028,0.021410461515188217,0.04992206022143364,0.07001827657222748,0.007676755543798208
491037254,Welldone,Пользователь предпочёл скрыть свои данные,изменен 2 Марта 2023,3.0,,,,  ,"[[{'label': 'anger', 'score': 0.09306240826845169}, {'label': 'disgust', 'score': 0.04964156448841095}, {'label': 'fear', 'score': 0.7082684636116028}, {'label': 'joy', 'score': 0.021410461515188217}, {'label': 'neutral', 'score': 0.04992206022143364}, {'label': 'sadness', 'score': 0.07001827657222748}, {'label': 'surprise', 'score': 0.007676755543798208}]]",POSITIVE,0.09306240826845169,0.04964156448841095,0.7082684636116028,0.021410461515188217,0.04992206022143364,0.07001827657222748,0.007676755543798208
491037254,Welldone,Пользователь предпочёл скрыть свои данные,23 Марта 2023,5.0,It is convenient when you urgently need a snack ,No ,"Different from real meat, but delicious ","It is convenient when you urgently need a snack  No  Different from real meat, but delicious ","[[{'label': 'anger', 'score': 0.027854058891534805}, {'label': 'disgust', 'score': 0.015529617667198181}, {'label': 'fear', 'score': 0.29008832573890686}, {'label': 'joy', 'score': 0.5392807722091675}, {'label': 'neutral', 'score': 0.09804176539182663}, {'label': 'sadness', 'score': 0.021799851208925247}, {'label': 'surprise', 'score': 0.007405632175505161}]]",POSITIVE,0.027854058891534805,0.015529617667198181,0.29008832573890686,0.5392807722091675,0.09804176539182663,0.021799851208925247,0.007405632175505161
491037254,Welldone,Елена М.,12 Апреля 2023,5.0,Juicy and delicious ,only 2 pcs. ,,Juicy and delicious  only 2 pcs.  ,"[[{'label': 'anger', 'score': 0.002316493773832917}, {'label': 'disgust', 'score': 0.002956461627036333}, {'label': 'fear', 'score': 0.0021306334529072046}, {'label': 'joy', 'score': 0.9625217318534851}, {'label': 'neutral', 'score': 0.020756106823682785}, {'label': 'sadness', 'score': 0.005072350148111582}, {'label': 'surprise', 'score': 0.004246190655976534}]]",POSITIVE,0.002316493773832917,0.002956461627036333,0.0021306334529072046,0.9625217318534851,0.020756106823682785,0.005072350148111582,0.004246190655976534
491037254,Welldone,Ирина Н.,12 Апреля 2023,5.0,delicious ,no  ,I recommend  ,delicious  no   I recommend  ,"[[{'label': 'anger', 'score': 0.0068267029710114}, {'label': 'disgust', 'score': 0.0026355942245572805}, {'label': 'fear', 'score': 0.013922111131250858}, {'label': 'joy', 'score': 0.952525794506073}, {'label': 'neutral', 'score': 0.011156323365867138}, {'label': 'sadness', 'score': 0.00764877162873745}, {'label': 'surprise', 'score': 0.005284836981445551}]]",POSITIVE,0.0068267029710114,0.0026355942245572805,0.013922111131250858,0.952525794506073,0.011156323365867138,0.00764877162873745,0.005284836981445551
491037254,Welldone,Кузьмина Е.,2 Апреля 2023,5.0,"Fast, convenient in the post. ",No ,,"Fast, convenient in the post.  No  ","[[{'label': 'anger', 'score': 0.02438785694539547}, {'label': 'disgust', 'score': 0.017285330221056938}, {'label': 'fear', 'score': 0.05493173748254776}, {'label': 'joy', 'score': 0.12208185344934464}, {'label': 'neutral', 'score': 0.7348730564117432}, {'label': 'sadness', 'score': 0.018367016687989235}, {'label': 'surprise', 'score': 0.028073180466890335}]]",NEGATIVE,0.02438785694539547,0.017285330221056938,0.05493173748254776,0.12208185344934464,0.7348730564117432,0.018367016687989235,0.028073180466890335
491037254,Welldone,Пользователь предпочёл скрыть свои данные,10 Апреля 2023,4.0,,,,  ,"[[{'label': 'anger', 'score': 0.09306240826845169}, {'label': 'disgust', 'score': 0.04964156448841095}, {'label': 'fear', 'score': 0.7082684636116028}, {'label': 'joy', 'score': 0.021410461515188217}, {'label': 'neutral', 'score': 0.04992206022143364}, {'label': 'sadness', 'score': 0.07001827657222748}, {'label': 'surprise', 'score': 0.007676755543798208}]]",POSITIVE,0.09306240826845169,0.04964156448841095,0.7082684636116028,0.021410461515188217,0.04992206022143364,0.07001827657222748,0.007676755543798208
491037254,Welldone,Юлия Д.,30 Марта 2023,5.0,Very tasty cutlets  ,,,Very tasty cutlets    ,"[[{'label': 'anger', 'score': 0.016471799463033676}, {'label': 'disgust', 'score': 0.012118346057832241}, {'label': 'fear', 'score': 0.05202838033437729}, {'label': 'joy', 'score': 0.8501678705215454}, {'label': 'neutral', 'score': 0.03337544575333595}, {'label': 'sadness', 'score': 0.017563896253705025}, {'label': 'surprise', 'score': 0.01827426627278328}]]",POSITIVE,0.016471799463033676,0.012118346057832241,0.05202838033437729,0.8501678705215454,0.03337544575333595,0.017563896253705025,0.01827426627278328
491037254,Welldone,Пользователь предпочёл скрыть свои данные,10 Марта 2023,5.0,"Easy to cook , delicious 😋  ",Few  ,,"Easy to cook , delicious 😋   Few   ","[[{'label': 'anger', 'score': 0.019853174686431885}, {'label': 'disgust', 'score': 0.0031431016977876425}, {'label': 'fear', 'score': 0.0577312707901001}, {'label': 'joy', 'score': 0.8268083333969116}, {'label': 'neutral', 'score': 0.04988882318139076}, {'label': 'sadness', 'score': 0.023834705352783203}, {'label': 'surprise', 'score': 0.01874057948589325}]]",POSITIVE,0.019853174686431885,0.0031431016977876425,0.0577312707901001,0.8268083333969116,0.04988882318139076,0.023834705352783203,0.01874057948589325
491037254,Welldone,Вячеслав М.,27 Мая 2023,5.0,,,,  ,"[[{'label': 'anger', 'score': 0.09306240826845169}, {'label': 'disgust', 'score': 0.04964156448841095}, {'label': 'fear', 'score': 0.7082684636116028}, {'label': 'joy', 'score': 0.021410461515188217}, {'label': 'neutral', 'score': 0.04992206022143364}, {'label': 'sadness', 'score': 0.07001827657222748}, {'label': 'surprise', 'score': 0.007676755543798208}]]",POSITIVE,0.09306240826845169,0.04964156448841095,0.7082684636116028,0.021410461515188217,0.04992206022143364,0.07001827657222748,0.007676755543798208
491037254,Welldone,Наталья Х.,1 Ноября 2022,5.0,+ ,- ,"very tasty. they cook quickly, without oil. juicy. even non-vegans will like it. rec ","+  -  very tasty. they cook quickly, without oil. juicy. even non-vegans will like it. rec ","[[{'label': 'anger', 'score': 0.0026024850085377693}, {'label': 'disgust', 'score': 0.0018635138403624296}, {'label': 'fear', 'score': 0.0008097502286545932}, {'label': 'joy', 'score': 0.9512888789176941}, {'label': 'neutral', 'score': 0.031074460595846176}, {'label': 'sadness', 'score': 0.0032013508025556803}, {'label': 'surprise', 'score': 0.009159603156149387}]]",POSITIVE,0.0026024850085377693,0.0018635138403624296,0.0008097502286545932,0.9512888789176941,0.031074460595846176,0.0032013508025556803,0.009159603156149387
491037254,Welldone,Камилла Г.,2 Декабря 2022,5.0,Veusnye ,Only 2 pieces ,"We often buy, we are vegans ","Veusnye  Only 2 pieces  We often buy, we are vegans ","[[{'label': 'anger', 'score': 0.0523010678589344}, {'label': 'disgust', 'score': 0.01981491781771183}, {'label': 'fear', 'score': 0.22052550315856934}, {'label': 'joy', 'score': 0.01832655444741249}, {'label': 'neutral', 'score': 0.25309598445892334}, {'label': 'sadness', 'score': 0.2608863413333893}, {'label': 'surprise', 'score': 0.17504961788654327}]]",NEGATIVE,0.0523010678589344,0.01981491781771183,0.22052550315856934,0.01832655444741249,0.25309598445892334,0.2608863413333893,0.17504961788654327
491037254,Welldone,may b.,23 Января 2023,5.0,"very tasty, perfect for burgers ",,,"very tasty, perfect for burgers   ","[[{'label': 'anger', 'score': 0.005350103136152029}, {'label': 'disgust', 'score': 0.005784816108644009}, {'label': 'fear', 'score': 0.021708082407712936}, {'label': 'joy', 'score': 0.9270141124725342}, {'label': 'neutral', 'score': 0.0232655368745327}, {'label': 'sadness', 'score': 0.006994329858571291}, {'label': 'surprise', 'score': 0.009883096441626549}]]",POSITIVE,0.005350103136152029,0.005784816108644009,0.021708082407712936,0.9270141124725342,0.0232655368745327,0.006994329858571291,0.009883096441626549
491037254,Welldone,Юлия И.,16 Декабря 2022,5.0,very tasty ,no ,"I advise you, very gentle ","very tasty  no  I advise you, very gentle ","[[{'label': 'anger', 'score': 0.009866321459412575}, {'label': 'disgust', 'score': 0.005797822028398514}, {'label': 'fear', 'score': 0.08813995122909546}, {'label': 'joy', 'score': 0.8275033235549927}, {'label': 'neutral', 'score': 0.0359179712831974}, {'label': 'sadness', 'score': 0.029454706236720085}, {'label': 'surprise', 'score': 0.0033199447207152843}]]",POSITIVE,0.009866321459412575,0.005797822028398514,0.08813995122909546,0.8275033235549927,0.0359179712831974,0.029454706236720085,0.0033199447207152843
491037254,Welldone,Алена К.,23 Декабря 2022,5.0,,,,  ,"[[{'label': 'anger', 'score': 0.09306240826845169}, {'label': 'disgust', 'score': 0.04964156448841095}, {'label': 'fear', 'score': 0.7082684636116028}, {'label': 'joy', 'score': 0.021410461515188217}, {'label': 'neutral', 'score': 0.04992206022143364}, {'label': 'sadness', 'score': 0.07001827657222748}, {'label': 'surprise', 'score': 0.007676755543798208}]]",POSITIVE,0.09306240826845169,0.04964156448841095,0.7082684636116028,0.021410461515188217,0.04992206022143364,0.07001827657222748,0.007676755543798208
491037254,Welldone,Екатерина П.,15 Ноября 2022,5.0,,,,  ,"[[{'label': 'anger', 'score': 0.09306240826845169}, {'label': 'disgust', 'score': 0.04964156448841095}, {'label': 'fear', 'score': 0.7082684636116028}, {'label': 'joy', 'score': 0.021410461515188217}, {'label': 'neutral', 'score': 0.04992206022143364}, {'label': 'sadness', 'score': 0.07001827657222748}, {'label': 'surprise', 'score': 0.007676755543798208}]]",POSITIVE,0.09306240826845169,0.04964156448841095,0.7082684636116028,0.021410461515188217,0.04992206022143364,0.07001827657222748,0.007676755543798208
491037254,Welldone,Елена Б.,20 Декабря 2022,5.0,Delicious cutlets ,,,Delicious cutlets   ,"[[{'label': 'anger', 'score': 0.025370877236127853}, {'label': 'disgust', 'score': 0.03064125031232834}, {'label': 'fear', 'score': 0.05804068595170975}, {'label': 'joy', 'score': 0.686008095741272}, {'label': 'neutral', 'score': 0.17638954520225525}, {'label': 'sadness', 'score': 0.014529579319059849}, {'label': 'surprise', 'score': 0.009020037017762661}]]",POSITIVE,0.025370877236127853,0.03064125031232834,0.05804068595170975,0.686008095741272,0.17638954520225525,0.014529579319059849,0.009020037017762661
491037254,Welldone,Денис И.,7 Декабря 2022,5.0,delicious ,no ,+++ ,delicious  no  +++ ,"[[{'label': 'anger', 'score': 0.0073950826190412045}, {'label': 'disgust', 'score': 0.00808359682559967}, {'label': 'fear', 'score': 0.005455264821648598}, {'label': 'joy', 'score': 0.9432188272476196}, {'label': 'neutral', 'score': 0.02630012109875679}, {'label': 'sadness', 'score': 0.004779083654284477}, {'label': 'surprise', 'score': 0.004767992068082094}]]",POSITIVE,0.0073950826190412045,0.00808359682559967,0.005455264821648598,0.9432188272476196,0.02630012109875679,0.004779083654284477,0.004767992068082094
491037254,Welldone,Natalia D.,17 Августа 2022,3.0,,"Not tasty, the smell  ",," Not tasty, the smell   ","[[{'label': 'anger', 'score': 0.01850152760744095}, {'label': 'disgust', 'score': 0.8071334958076477}, {'label': 'fear', 'score': 0.023190094158053398}, {'label': 'joy', 'score': 0.0052771009504795074}, {'label': 'neutral', 'score': 0.013783994130790234}, {'label': 'sadness', 'score': 0.12738116085529327}, {'label': 'surprise', 'score': 0.004732659086585045}]]",NEGATIVE,0.01850152760744095,0.8071334958076477,0.023190094158053398,0.0052771009504795074,0.013783994130790234,0.12738116085529327,0.004732659086585045
491037254,Welldone,Карнаушенко А.,31 Августа 2022,5.0,tasty  ,no  ,,tasty   no   ,"[[{'label': 'anger', 'score': 0.05119796842336655}, {'label': 'disgust', 'score': 0.03781886398792267}, {'label': 'fear', 'score': 0.2531700134277344}, {'label': 'joy', 'score': 0.4071243405342102}, {'label': 'neutral', 'score': 0.08827533572912216}, {'label': 'sadness', 'score': 0.14150609076023102}, {'label': 'surprise', 'score': 0.020907292142510414}]]",POSITIVE,0.05119796842336655,0.03781886398792267,0.2531700134277344,0.4071243405342102,0.08827533572912216,0.14150609076023102,0.020907292142510414
491037254,Welldone,Dmitry G.,13 Ноября 2022,5.0,delicious ,,,delicious   ,"[[{'label': 'anger', 'score': 0.019383156672120094}, {'label': 'disgust', 'score': 0.02694474160671234}, {'label': 'fear', 'score': 0.03011183999478817}, {'label': 'joy', 'score': 0.7685602903366089}, {'label': 'neutral', 'score': 0.13097721338272095}, {'label': 'sadness', 'score': 0.013345420360565186}, {'label': 'surprise', 'score': 0.010677467100322247}]]",POSITIVE,0.019383156672120094,0.02694474160671234,0.03011183999478817,0.7685602903366089,0.13097721338272095,0.013345420360565186,0.010677467100322247
491037254,Welldone,Кристина К.,25 Мая 2023,5.0,,,,  ,"[[{'label': 'anger', 'score': 0.09306240826845169}, {'label': 'disgust', 'score': 0.04964156448841095}, {'label': 'fear', 'score': 0.7082684636116028}, {'label': 'joy', 'score': 0.021410461515188217}, {'label': 'neutral', 'score': 0.04992206022143364}, {'label': 'sadness', 'score': 0.07001827657222748}, {'label': 'surprise', 'score': 0.007676755543798208}]]",POSITIVE,0.09306240826845169,0.04964156448841095,0.7082684636116028,0.021410461515188217,0.04992206022143364,0.07001827657222748,0.007676755543798208
491037254,Welldone,Дмитрий Д.,11 Мая 2023,4.0,,,,  ,"[[{'label': 'anger', 'score': 0.09306240826845169}, {'label': 'disgust', 'score': 0.04964156448841095}, {'label': 'fear', 'score': 0.7082684636116028}, {'label': 'joy', 'score': 0.021410461515188217}, {'label': 'neutral', 'score': 0.04992206022143364}, {'label': 'sadness', 'score': 0.07001827657222748}, {'label': 'surprise', 'score': 0.007676755543798208}]]",POSITIVE,0.09306240826845169,0.04964156448841095,0.7082684636116028,0.021410461515188217,0.04992206022143364,0.07001827657222748,0.007676755543798208
491037254,Welldone,оксана к.,11 Мая 2023,5.0,,,,  ,"[[{'label': 'anger', 'score': 0.09306240826845169}, {'label': 'disgust', 'score': 0.04964156448841095}, {'label': 'fear', 'score': 0.7082684636116028}, {'label': 'joy', 'score': 0.021410461515188217}, {'label': 'neutral', 'score': 0.04992206022143364}, {'label': 'sadness', 'score': 0.07001827657222748}, {'label': 'surprise', 'score': 0.007676755543798208}]]",POSITIVE,0.09306240826845169,0.04964156448841095,0.7082684636116028,0.021410461515188217,0.04992206022143364,0.07001827657222748,0.007676755543798208
491037254,Welldone,Юлия К.,10 Мая 2023,5.0,,,,  ,"[[{'label': 'anger', 'score': 0.09306240826845169}, {'label': 'disgust', 'score': 0.04964156448841095}, {'label': 'fear', 'score': 0.7082684636116028}, {'label': 'joy', 'score': 0.021410461515188217}, {'label': 'neutral', 'score': 0.04992206022143364}, {'label': 'sadness', 'score': 0.07001827657222748}, {'label': 'surprise', 'score': 0.007676755543798208}]]",POSITIVE,0.09306240826845169,0.04964156448841095,0.7082684636116028,0.021410461515188217,0.04992206022143364,0.07001827657222748,0.007676755543798208
491037254,Welldone,Елена М.,7 Мая 2023,5.0,,,,  ,"[[{'label': 'anger', 'score': 0.09306240826845169}, {'label': 'disgust', 'score': 0.04964156448841095}, {'label': 'fear', 'score': 0.7082684636116028}, {'label': 'joy', 'score': 0.021410461515188217}, {'label': 'neutral', 'score': 0.04992206022143364}, {'label': 'sadness', 'score': 0.07001827657222748}, {'label': 'surprise', 'score': 0.007676755543798208}]]",POSITIVE,0.09306240826845169,0.04964156448841095,0.7082684636116028,0.021410461515188217,0.04992206022143364,0.07001827657222748,0.007676755543798208
491037254,Welldone,Анна А.,26 Апреля 2023,5.0,,,,  ,"[[{'label': 'anger', 'score': 0.09306240826845169}, {'label': 'disgust', 'score': 0.04964156448841095}, {'label': 'fear', 'score': 0.7082684636116028}, {'label': 'joy', 'score': 0.021410461515188217}, {'label': 'neutral', 'score': 0.04992206022143364}, {'label': 'sadness', 'score': 0.07001827657222748}, {'label': 'surprise', 'score': 0.007676755543798208}]]",POSITIVE,0.09306240826845169,0.04964156448841095,0.7082684636116028,0.021410461515188217,0.04992206022143364,0.07001827657222748,0.007676755543798208
